5150,1064_IEO_HAP_MD,D,73.67,H,82.4,H,83.44
5151,1064_IEO_HAP_HI,F,51.2,H,87.44,H,67.33
5165,1064_TIE_HAP_XX,H,80.62,H,79.5,H,84.12
5171,1064_IOM_HAP_XX,H,40.5,H,86.6,H,77.4
5177,1064_IWW_HAP_XX,N,44.75,H,80.1,H,59.78
5183,1064_TAI_HAP_XX,N,56.5,H,84.22,H,68.12
5189,1064_MTI_HAP_XX,H,62.33,H,79,H,88.5
5195,1064_IWL_HAP_XX,N,71,H,88.89,H,70.2
5201,1064_ITH_HAP_XX,H,50.33,H,93.7,H,74.22
5207,1064_DFA_HAP_XX,S,49.33,H,84.89,H,61.38
5213,1064_ITS_HAP_XX,H,52.7,H,77.44,H,76.56
5219,1064_TSI_HAP_XX,H,88.5,H,89.4,H,73.33
5225,1064_WSI_HAP_XX,H:N,60.2:59.2,H,67.12,H,50
5231,1065_IEO_HAP_LO,N,72.5,H,64.88,H,43.67
5232,1065_IEO_HAP_MD,H,80.5,H,76.1,H,67.78
5233,1065_IEO_HAP_HI,N,50.8,H,68.33,H,61.56
5247,1065_TIE_HAP_XX,H,53.67,H,74.89,H,73.89
5253,1065_IOM_HAP_XX,N,74.17,H,75,H,68.2
5259,1065_IWW_HAP_XX,H,47.5,H,75.75,H,80.62
5265,1065_TAI_HAP_XX,F,26.67,H,77.33,H,65.14
5271,1065_MTI_HAP_XX,H,52.5,H,81.86,H,68.5
5277,1065_IWL_HAP_XX,H,51,H,68,H,69.78
5283,1065_ITH_HAP_XX,F,65.25,H,81.11,H,75.25
5289,1065_DFA_HAP_XX,N,60.57,H,75.25,H,69
5295,1065_ITS_HAP_XX,H:N,56.00:68.25,H,74.3,H,62.12
5301,1065_TSI_HAP_XX,F,57.25,H,63.5,H,76.38
5307,1065_WSI_HAP_XX,A:N,42.33:91.00,H,73.44,H,74.62
5313,1066_IEO_HAP_LO,N,58.11,H,61.6,H,68.38
5314,1066_IEO_HAP_MD,N,79.62,H,82.25,H,62.12
5315,1066_IEO_HAP_HI,N,69.75,H,73.56,H,71.56
5329,1066_TIE_HAP_XX,N,66,H,60.14,H,25.86
5335,1066_IOM_HAP_XX,N,67,H,70,H,66.38
5341,1066_IWW_HAP_XX,N,55.62,H,55.11,H,61.62
5347,1066_TAI_HAP_XX,N,74.4,H,73.5,H,56.12
5353,1066_MTI_HAP_XX,N,81,H,64.8,H,64
5359,1066_IWL_HAP_XX,N,71,H,70,H,54.6
5365,1066_ITH_HAP_XX,H:N,40.00:57.67,H,54.62,H,51.75
5371,1066_DFA_HAP_XX,N,69.75,H,71.38,H,54.9
5377,1066_ITS_HAP_XX,N,74,H,52.2,H,69.6
5383,1066_TSI_HAP_XX,N,62.14,H,50,H,57.83
5389,1066_WSI_HAP_XX,A:H:N,34.0:41.0:61.5,H,74.2,H,76.25
5396,1067_IEO_HAP_MD,N,72.33,H,84.11,H,66.5
5397,1067_IEO_HAP_HI,H,69.67,H,79.86,H,89.11
5411,1067_TIE_HAP_XX,N,62,H,73,H,70.18
5417,1067_IOM_HAP_XX,H:N,53.75:61.25,H,74.12,H,75.9
5423,1067_IWW_HAP_XX,N,79,H,69.6,H,50.8
5429,1067_TAI_HAP_XX,N,72,H,73.5,H,79.78
5435,1067_MTI_HAP_XX,N,66.71,H,72.33,H,61.2
5441,1067_IWL_HAP_XX,N,35.4,H,78,H,69.5
5453,1067_DFA_HAP_XX,N,82.67,H,53,N,54
5459,1067_ITS_HAP_XX,N,63.25,H,81,H,74.2
5465,1067_TSI_HAP_XX,N,65.4,H,75.1,H,72.25
5471,1067_WSI_HAP_XX,N,45.33,H,79.2,H,53.5
5477,1068_IEO_HAP_LO,N,54.43,H,61.67,H,64.9
5478,1068_IEO_HAP_MD,N,71.17,H,57.5,H,49.38
5479,1068_IEO_HAP_HI,A,51.78,H,79.91,H,84.38
5493,1068_TIE_HAP_XX,A,62.38,H,76.5,H,65.2
5499,1068_IOM_HAP_XX,N,79,H,78.62,H,83.7
5505,1068_IWW_HAP_XX,H,52.8,H,78.22,H,87.86
5511,1068_TAI_HAP_XX,D,54,H,76.25,H,86.3
5517,1068_MTI_HAP_XX,N,79.2,H,74.5,H,71
5518,1068_MTI_SAD_XX,N,60.5,H,54.8,D:H:S,38.00:31.00:35.67
5523,1068_IWL_HAP_XX,H:N,48.00:69.33,H,68.8,H,70.5
5529,1068_ITH_HAP_XX,N,78.25,H,76.44,H,85.11
5535,1068_DFA_HAP_XX,N,77.83,H,68.44,H,56.38
5541,1068_ITS_HAP_XX,N,65.33,H,80.5,H,64.22
5547,1068_TSI_HAP_XX,N,41.8,H,73.78,H,51.14
5553,1068_WSI_HAP_XX,N,47,H,70.6,H,58.3
5559,1069_IEO_HAP_LO,N,64.75,H,56,H,51.33
5560,1069_IEO_HAP_MD,H,63.4,H,82.67,H,71
5561,1069_IEO_HAP_HI,H,62.29,H,74.2,H,77.3
5575,1069_TIE_HAP_XX,N,51.5,H,81.89,H,65.33
5581,1069_IOM_HAP_XX,N,62.75,H,62.78,H,70
5587,1069_IWW_HAP_XX,F,27.33,H,70.57,H,54
5593,1069_TAI_HAP_XX,N,65.57,H,73.67,H,70.7
5599,1069_MTI_HAP_XX,H,62.67,H,69.8,H,83.2
5605,1069_IWL_HAP_XX,H,73.4,H,78.3,H,82
5611,1069_ITH_HAP_XX,N,33.6,H,72.1,H,63
5617,1069_DFA_HAP_XX,H,59,H,72.6,H,68.82
5623,1069_ITS_HAP_XX,N,60.2,H,58.78,H,72.8
5629,1069_TSI_HAP_XX,D,35.4,H,83.67,H,75.44
5635,1069_WSI_HAP_XX,A:H,45.67:36.00,H,73.75,H,75
5641,1070_IEO_HAP_LO,N,71.6,H,62,H:N,53.6:52.2
5642,1070_IEO_HAP_MD,H,42.67,H,64.6,H,69.88
5643,1070_IEO_HAP_HI,N,71.3,H,71,H,53
5657,1070_TIE_HAP_XX,N,78.86,H,65.56,H,65
5663,1070_IOM_HAP_XX,N,71.71,H,63.62,H,63
5669,1070_IWW_HAP_XX,N,42.6,H,62.1,H,49.12
5675,1070_TAI_HAP_XX,H:N,64.67:56.00,H,67.4,H,70.67
5687,1070_IWL_HAP_XX,N,65.14,H,57.1,H,53.89
5693,1070_ITH_HAP_XX,N,58.67,H,67.44,H,54.33
5699,1070_DFA_HAP_XX,N,88.8,H,59.33,H,56.5
5705,1070_ITS_HAP_XX,N,53.67,H,62.62,H,52.11
5724,1071_IEO_HAP_MD,N,68.12,H,54.43,H,34.29
5739,1071_TIE_HAP_XX,N,75,H,60.6,H,69.67
5745,1071_IOM_HAP_XX,N,79.38,H,54.43,H,59.88
5757,1071_TAI_HAP_XX,N,79.4,H,64.83,H,51.71
5793,1071_TSI_HAP_XX,N,85.25,H,59.8,H,43.14
5805,1072_IEO_HAP_LO,N,68.6,H,72.89,H,71.8
5806,1072_IEO_HAP_MD,N,80.83,H,82.88,H,75.78
5807,1072_IEO_HAP_HI,F,45.25,H,88.1,H,84.43
5821,1072_TIE_HAP_XX,H,53.2,H,89.4,H,79.2
5827,1072_IOM_HAP_XX,F:N,67.00:68.33,H,79.88,H,71.27
5833,1072_IWW_HAP_XX,H,53.4,H,87.88,H,84.33
5839,1072_TAI_HAP_XX,H,56.29,H,79,H,73.2
5845,1072_MTI_HAP_XX,H,64.57,H,81.11,H,72.78
5851,1072_IWL_HAP_XX,N,82.17,H,73.1,H,65.9
5857,1072_ITH_HAP_XX,H,65.75,H,90.3,H,77.7
5863,1072_DFA_HAP_XX,D:H:N,43.5:86.0:45.5,H,90.5,H,80.44
5869,1072_ITS_HAP_XX,H,73.38,H,80.12,H,73.9
5875,1072_TSI_HAP_XX,H,73.67,H,76,H,82.9
5881,1072_WSI_HAP_XX,N,58.43,H,81,H,67.91
5887,1073_IEO_HAP_LO,N,77.5,H,73.5,H,69.22
5888,1073_IEO_HAP_MD,N,57.3,H,77.22,H,66.3
5889,1073_IEO_HAP_HI,N,72.12,H,87.33,H,77.3
5903,1073_TIE_HAP_XX,N,65.8,H,78.29,H,52.22
5909,1073_IOM_HAP_XX,N,50.88,H,75.2,H,66.73
5915,1073_IWW_HAP_XX,D:F:N,47.0:30.5:78.0,H,56.75,H,65.88
5921,1073_TAI_HAP_XX,N,86.6,H,76.38,H,71
5927,1073_MTI_HAP_XX,N,72.2,H,69.9,H,72.4
5933,1073_IWL_HAP_XX,N,72,H,83.67,H,58.55
5939,1073_ITH_HAP_XX,N,72.71,H,78.56,H,59.1
5945,1073_DFA_HAP_XX,N,49.67,H,71,H,61.44
5951,1073_ITS_HAP_XX,N,65.75,H,75.78,H,63.75
5957,1073_TSI_HAP_XX,N,66,H,78.17,H,80
5963,1073_WSI_HAP_XX,D,73.5,H,83.1,H,84.14
5969,1074_IEO_HAP_LO,H,48.29,H,88,H,72.9
5970,1074_IEO_HAP_MD,H,77.5,H,91.78,H,90.88
5971,1074_IEO_HAP_HI,H,78,H,83.3,H,89.6
5985,1074_TIE_HAP_XX,H,64.14,H,85.18,H,85
5991,1074_IOM_HAP_XX,N,67.8,H,79.44,H,82.5
5997,1074_IWW_HAP_XX,H,66.17,H,84,H,87.4
6003,1074_TAI_HAP_XX,H,71.2,H,87.78,H,80.11
6009,1074_MTI_HAP_XX,H,50,H,86.38,H,87.5
6015,1074_IWL_HAP_XX,A,52.2,H,70.4,H,73.5
6021,1074_ITH_HAP_XX,N,66.6,H,69.6,H,61.38
6027,1074_DFA_HAP_XX,N,76.67,H,68.88,H,72.22
6033,1074_ITS_HAP_XX,N,70.2,H,68.12,H,68.11
6039,1074_TSI_HAP_XX,A,66.5,H,80.88,H,57.22
6045,1074_WSI_HAP_XX,A:H,46.67:45.00,H,70.2,H,61.62
6052,1075_IEO_HAP_MD,N,64.14,H,59.62,H,61.17
6053,1075_IEO_HAP_HI,H,57.33,H,71.44,H,86.5
6067,1075_TIE_HAP_XX,N,43.6,H,55.17,N,63.5
6073,1075_IOM_HAP_XX,H,56.62,H,71,H,63.75
6079,1075_IWW_HAP_XX,N,57.33,H,61.67,H,60.7
6085,1075_TAI_HAP_XX,H,40,H,67.83,H,63.14
6091,1075_MTI_HAP_XX,H,46.57,H,62.88,H,63
6097,1075_IWL_HAP_XX,N,71.2,H,73.5,H,73.56
6103,1075_ITH_HAP_XX,H,53.9,H,77.89,H,85.38
6109,1075_DFA_HAP_XX,H,57.86,H,70.5,H,53.11
6115,1075_ITS_HAP_XX,H,66.33,H,69.6,H,59.64
6121,1075_TSI_HAP_XX,N,83.67,H,85.33,H,78.9
6127,1075_WSI_HAP_XX,N,40.5,H,75.78,H,73.12
6133,1076_IEO_HAP_LO,N,60.67,H,70.71,H,56.7
6134,1076_IEO_HAP_MD,N,74.56,H,87.9,H,69
6135,1076_IEO_HAP_HI,H,70.11,H,82.3,H,69.12
6149,1076_TIE_HAP_XX,A:H,26.0:71.5,H,82.11,H,60.7
6155,1076_IOM_HAP_XX,H,60.86,H,77.3,H,75.11
6161,1076_IWW_HAP_XX,A,49.25,H,78.75,H,80.29
6167,1076_TAI_HAP_XX,H,47.8,H,88.9,H,72.1
6173,1076_MTI_HAP_XX,N,52.5,H,63.6,H,59.89
6179,1076_IWL_HAP_XX,A,26.25,H,79.7,H,57
6185,1076_ITH_HAP_XX,N,65.4,H,81.22,H,76.89
6191,1076_DFA_HAP_XX,N,94.4,H,72.56,H,56.25
6196,1076_ITS_HAP_XX,H,68.6,H,82,H,72.33
6202,1076_TSI_HAP_XX,H:N,77.5:58.0,H,63.5,H,63.33
6208,1076_WSI_HAP_XX,H,68.29,H,72.9,H,75.3
6214,1077_IEO_HAP_LO,N,85.25,H,82.33,H,70.9
6215,1077_IEO_HAP_MD,N,72.86,H,84.3,H,78.75
6216,1077_IEO_HAP_HI,N,57.4,H,78,H,80.78
6230,1077_TIE_HAP_XX,N,56.5,H,86.11,H,67.17
6236,1077_IOM_HAP_XX,N,53.88,H,83.9,H,77.1
6242,1077_IWW_HAP_XX,N,54.29,H,84.57,H,78.56
6248,1077_TAI_HAP_XX,N,66.33,H,82.78,H,79.4
6254,1077_MTI_HAP_XX,N,67,H,52.33,H,60.18
6260,1077_IWL_HAP_XX,N,67.33,H,52,H,57.22
6266,1077_ITH_HAP_XX,N,78.33,H,72,H,81.3
6272,1077_DFA_HAP_XX,N,69.9,H,64.4,H,73.5
6278,1077_ITS_HAP_XX,H:N,48.0:76.5,H,64,H,85.11
6284,1077_TSI_HAP_XX,N,67.29,H,79,H,75.14
6290,1077_WSI_HAP_XX,D,37,H,62.89,H,53.6
6296,1078_IEO_HAP_LO,N,79.67,H,68.78,H,63.75
6297,1078_IEO_HAP_MD,H,63.33,H,81.55,H,87.67
6298,1078_IEO_HAP_HI,F,74.67,H,76.38,H,82.33
6312,1078_TIE_HAP_XX,A:N,63.33:37.33,H,77.1,H,72.9
6318,1078_IOM_HAP_XX,H,46,H,83.3,H,74.7
6324,1078_IWW_HAP_XX,N,62,H,93.33,H,73.67
6330,1078_TAI_HAP_XX,H:N,87.00:55.33,H,56.12,H,72.8
6336,1078_MTI_HAP_XX,F:N,44.33:68.00,H,75.2,H,70.9
6342,1078_IWL_HAP_XX,N,80.67,H,81.4,H,73.67
6348,1078_ITH_HAP_XX,H,69.17,H,79.4,H,89.7
6354,1078_DFA_HAP_XX,H,71.5,H,75.33,H,78
6360,1078_ITS_HAP_XX,H,51.5,H,76.25,H,75.33
6366,1078_TSI_HAP_XX,H,61.14,H,80.4,H,82.9
6372,1078_WSI_HAP_XX,F,53.5,H,82.56,H,77.43
6378,1079_IEO_HAP_LO,H,32.33,H,59.6,H,69.75
6379,1079_IEO_HAP_MD,H,69.6,H,89.09,H,73.64
6380,1079_IEO_HAP_HI,H,68.71,H,95.18,H,91.4
6387,1079_IEO_FEA_LO,N,64.6,H,59.75,D,27.75
6394,1079_TIE_HAP_XX,H,56.5,H,81.71,H,88.2
6400,1079_IOM_HAP_XX,H,60.62,H,65,H,67.38
6406,1079_IWW_HAP_XX,H,67.62,H,72.88,H,69.9
6412,1079_TAI_HAP_XX,H,71.43,H,88.8,H,79.33
6418,1079_MTI_HAP_XX,H,78.44,H,86,H,69.9
6424,1079_IWL_HAP_XX,H,73.83,H,81.44,H,77.5
6430,1079_ITH_HAP_XX,H,53.33,H,81.11,H,74.09
6436,1079_DFA_HAP_XX,H,76.43,H,78.67,H,73.89
6442,1079_ITS_HAP_XX,H,45.67,H,65.86,H,78.2
6448,1079_TSI_HAP_XX,H,73.17,H,82.22,H,73.88
6454,1079_WSI_HAP_XX,D:H,34.67:63.33,H,71.89,H,87.6
6460,1080_IEO_HAP_LO,N,64.2,H,72.5,H,63.14
6461,1080_IEO_HAP_MD,N,64.2,H,84.4,H,85.86
6462,1080_IEO_HAP_HI,H,78.17,H,81,H,71.8
6466,1080_IEO_ANG_LO,F:N,32.00:88.33,H,59.7,H,69.33
6467,1080_IEO_ANG_MD,D,50,H,67.89,H,47.83
6469,1080_IEO_FEA_LO,F,59,H,53,H,51.83
6476,1080_TIE_HAP_XX,N,67.17,H,80.89,H,59.62
6478,1080_TIE_ANG_XX,A,47.25,H,57.17,A,39.17
6482,1080_IOM_HAP_XX,N,61.8,H,58.62,H,53.56
6488,1080_IWW_HAP_XX,N,70.8,H,64.22,H,65.5
6490,1080_IWW_ANG_XX,A,57.17,H,64.5,D,72.5
6494,1080_TAI_HAP_XX,N,65.57,H,84.89,H,72.4
6500,1080_MTI_HAP_XX,N,62.8,H,55.11,H,56.78
6506,1080_IWL_HAP_XX,N,63,H,74.5,H,70.11
6512,1080_ITH_HAP_XX,N,58,H,64.33,H,73
6514,1080_ITH_ANG_XX,A,67.17,H,59.57,A,51.75
6518,1080_DFA_HAP_XX,H,51.91,H,74.62,H,73
6520,1080_DFA_ANG_XX,A,56.88,H,59.75,A,67.5
6524,1080_ITS_HAP_XX,N,57.5,H,79.33,H,72.57
6526,1080_ITS_ANG_XX,A,79,H,57.33,A,68.33
6530,1080_TSI_HAP_XX,N,48.67,H,78.56,H,79.2
6536,1080_WSI_HAP_XX,D,69.8,H,68.1,H,75.43
6542,1081_IEO_HAP_LO,N,75.83,H,69.44,H,67.12
6543,1081_IEO_HAP_MD,D,52.6,H,79.89,H,68
6544,1081_IEO_HAP_HI,H,78.5,H,83.7,H,91
6558,1081_TIE_HAP_XX,H:N,42.67:54.33,H,69.56,H,70.38
6564,1081_IOM_HAP_XX,N,52.83,H,79.89,H,65.8
6570,1081_IWW_HAP_XX,N,64.4,H,72.33,H,70.12
6576,1081_TAI_HAP_XX,F,72.5,H,77.4,H,84.8
6582,1081_MTI_HAP_XX,N,56.75,H,78.78,H,82.6
6588,1081_IWL_HAP_XX,N,74.5,H,81.3,H,74.67
6594,1081_ITH_HAP_XX,H,54.67,H,86.5,H,77.44
6600,1081_DFA_HAP_XX,N,63,H,74.82,H,77.12
6606,1081_ITS_HAP_XX,F,43.25,H,81.44,H,81.3
6612,1081_TSI_HAP_XX,H,76.67,H,77.2,H,89.62
6618,1081_WSI_HAP_XX,N,67,H,88.44,H,88.2
6624,1082_IEO_HAP_LO,H,64.6,H,80.5,H,69
6625,1082_IEO_HAP_MD,N,84.67,H,81.22,H,67.2
6626,1082_IEO_HAP_HI,H,65.2,H,80.12,H,78.3
6640,1082_TIE_HAP_XX,A:N,37.33:47.67,H,86.36,H,70.09
6646,1082_IOM_HAP_XX,H,30.6,H,77.3,H,83.8
6652,1082_IWW_HAP_XX,H,26.67,H,78.45,H,82
6658,1082_TAI_HAP_XX,N,74.5,H,72.4,H,77.14
6664,1082_MTI_HAP_XX,N,75.43,H,71.11,H,80.25
6670,1082_IWL_HAP_XX,H,67,H,76.4,H,68.14
6676,1082_ITH_HAP_XX,H,68.4,H,86.9,H,76.56
6681,1082_DFA_NEU_XX,N,65.43,H,51.8,H,31.8
6682,1082_DFA_HAP_XX,N,65.83,H,90.43,H,81.11
6688,1082_ITS_HAP_XX,H,56.86,H,81.1,H,70.78
6694,1082_TSI_HAP_XX,N,78.33,H,73.78,H,62.71
6700,1082_WSI_HAP_XX,H,62,H,72.57,H,76.38
6706,1083_IEO_HAP_LO,H,41.75,H,61.67,H,64.4
6707,1083_IEO_HAP_MD,H,57,H,73.12,H,73.89
6708,1083_IEO_HAP_HI,A,77,H,77.12,H,78.29
6722,1083_TIE_HAP_XX,N,65.75,H,77.86,H,64
6728,1083_IOM_HAP_XX,N,67.29,H,68.8,H,60.57
6734,1083_IWW_HAP_XX,N,54,H,58.3,H,67
6740,1083_TAI_HAP_XX,N,57.38,H,76.4,H,68.5
6752,1083_IWL_HAP_XX,N,74,H,67.89,H,67.09
6758,1083_ITH_HAP_XX,N,55,H,58.22,H,56.75
6764,1083_DFA_HAP_XX,N,59,H,61.33,H,72.75
6770,1083_ITS_HAP_XX,N,55.44,H,63.25,H,62
6776,1083_TSI_HAP_XX,N,70.33,H,73.67,H,83.12
6782,1083_WSI_HAP_XX,N,61.17,H,75.6,H,67
6788,1084_IEO_HAP_LO,N,76.6,H,76.3,H,72
6789,1084_IEO_HAP_MD,N,62.8,H,76.7,H,56.88
6790,1084_IEO_HAP_HI,H:N,57.00:60.33,H,83.33,H,80.4
6804,1084_TIE_HAP_XX,N,53.4,H,82.83,H,79.1
6810,1084_IOM_HAP_XX,N,52.75,H,75,H,65.6
6816,1084_IWW_HAP_XX,N,68,H,75.7,H,66.1
6822,1084_TAI_HAP_XX,N,68.44,H,93.6,H,70.78
6828,1084_MTI_HAP_XX,N,58.43,H,54.75,H,71.2
6834,1084_IWL_HAP_XX,N,62.44,H,80.4,H,59
6840,1084_ITH_HAP_XX,N,67.14,H,77,H,70
6846,1084_DFA_HAP_XX,N,67.57,H,79.89,H,78.6
6852,1084_ITS_HAP_XX,N,72.5,H,76.2,H,77.56
6858,1084_TSI_HAP_XX,N,48.75,H,65.88,H,70.57
6864,1084_WSI_HAP_XX,N,72,H,78.8,H,70.3
6870,1085_IEO_HAP_LO,N,75.5,H,57.22,H,63.71
6871,1085_IEO_HAP_MD,D:N,67.67:74.00,H,73.9,H,79.33
6872,1085_IEO_HAP_HI,H,56.71,H,76.78,H,68.6
6886,1085_TIE_HAP_XX,N,60.14,H,69.89,H,71.83
6891,1085_IOM_NEU_XX,N,73,H,66.71,H,59.88
6892,1085_IOM_HAP_XX,N,57.33,H,72,H,60.8
6898,1085_IWW_HAP_XX,D:N,44.00:50.75,H,65,H,54.56
6904,1085_TAI_HAP_XX,F:N,47.00:45.67,H,71,H,72.2
6910,1085_MTI_HAP_XX,N,72.17,H,88.5,H,60.3
6916,1085_IWL_HAP_XX,N,72.67,H,79.5,H,63.2
6922,1085_ITH_HAP_XX,H,71,H,77.44,H,77.78
6928,1085_DFA_HAP_XX,H,55.5,H,85.44,H,68.55
6934,1085_ITS_HAP_XX,H,77,H,73,H,72
6940,1085_TSI_HAP_XX,N,55.71,H,62.38,H,65.44
6946,1085_WSI_HAP_XX,D,51,H,85.33,H,81
6952,1086_IEO_HAP_LO,N,65,H,69.78,H,70
6953,1086_IEO_HAP_MD,A,51.8,H,78.83,H,73
6954,1086_IEO_HAP_HI,H,77.33,H,85.33,H,82.1
6968,1086_TIE_HAP_XX,A,60.33,H,71.7,H,51.12
6974,1086_IOM_HAP_XX,H,60.25,H,87.1,H,66.44
6980,1086_IWW_HAP_XX,N,57.38,H,64.88,H,70.43
6986,1086_TAI_HAP_XX,H,57.4,H,66.22,H,80.75
6992,1086_MTI_HAP_XX,N,71,H,86.8,H,74.2
6998,1086_IWL_HAP_XX,H,53.57,H,65.89,H,66.4
7004,1086_ITH_HAP_XX,H,62,H,76.12,H,75.8
7010,1086_DFA_HAP_XX,H:N,57.6:46.4,H,68.56,H,74.44
7016,1086_ITS_HAP_XX,H,60,H,75.12,H,72.5
7022,1086_TSI_HAP_XX,N,57.75,H,77.9,H,79.88
7028,1086_WSI_HAP_XX,H,63.7,H,75.67,H,81.2
7035,1087_IEO_HAP_MD,N,71.8,H,64.14,H,45.4
7036,1087_IEO_HAP_HI,F:H:N,43.0:76.5:66.5,H,76.67,H,85.56
7050,1087_TIE_HAP_XX,N,86.33,H,56.5,H,64.44
7056,1087_IOM_HAP_XX,N,57.75,H,53.5,H,60
7086,1087_ITH_HAP_XX,N,70,H,52.14,H,40.83
7092,1087_DFA_HAP_XX,N,70.14,H,64.33,H,50.38
7098,1087_ITS_HAP_XX,N,46,H,51.4,H,62.83
7104,1087_TSI_HAP_XX,N,67.83,H,76.62,H,75.11
7110,1087_WSI_HAP_XX,N,69,H,65.33,H,66.43
7116,1088_IEO_HAP_LO,N,67.5,H,73.11,H,67.25
7117,1088_IEO_HAP_MD,N,85.62,H,68.9,H,68.6
7118,1088_IEO_HAP_HI,A:H:N,55:67:77,H,83.67,H,76.75
7132,1088_TIE_HAP_XX,N,69,H,76,H,72.33
7138,1088_IOM_HAP_XX,N,46.33,H,64.82,H,54.7
7141,1088_IOM_FEA_XX,N,59.14,H,65.83,H,41.12
7144,1088_IWW_HAP_XX,F,43.57,H,70,H,63.62
7150,1088_TAI_HAP_XX,N:S,51:83,H,62.55,H,63.8
7156,1088_MTI_HAP_XX,N,57.71,H,59.75,H,43.83
7162,1088_IWL_HAP_XX,N,67.8,H,73.78,H,77
7168,1088_ITH_HAP_XX,N,70.12,H,75,H,51.67
7174,1088_DFA_HAP_XX,N,66.67,H,73.67,H,74.7
7180,1088_ITS_HAP_XX,F,65.8,H,86.14,H,76.67
7186,1088_TSI_HAP_XX,N,63.83,H,59.6,H,67.11
7192,1088_WSI_HAP_XX,N,76,H,83.44,H,61.14
7198,1089_IEO_HAP_LO,H,71.44,H,81,H,75.25
7199,1089_IEO_HAP_MD,H,46.43,H,86.44,H,78.33
7200,1089_IEO_HAP_HI,H,61.57,H,80.57,H,77.3
7214,1089_TIE_HAP_XX,H,65.8,H,84.8,H,72.3
7220,1089_IOM_HAP_XX,H,70.4,H,81.25,H,84
7226,1089_IWW_HAP_XX,F:H,79.33:63.00,H,80.1,H,71.5
7232,1089_TAI_HAP_XX,H,60.86,H,88.3,H,78.6
7238,1089_MTI_HAP_XX,H,60.44,H,75.29,H,78
7244,1089_IWL_HAP_XX,H,33.2,H,57.2,H,54.57
7250,1089_ITH_HAP_XX,H:N,68.6:66.6,H,63.89,H,72.55
7256,1089_DFA_HAP_XX,H,69.29,H,67.89,H,76.9
7262,1089_ITS_HAP_XX,N,61,H,60.62,H,75.56
7268,1089_TSI_HAP_XX,N,78.29,H,73.33,H,64
7274,1089_WSI_HAP_XX,N,67.25,H,77.11,H,81.22
7281,1090_IEO_HAP_MD,N,59,H,81.56,H,76.25
7282,1090_IEO_HAP_HI,N,70,H,73.33,H,70.38
7296,1090_TIE_HAP_XX,H,59,H,77.9,H,70.5
7302,1090_IOM_HAP_XX,N,51.83,H,68.5,H,60.89
7308,1090_IWW_HAP_XX,N,60.75,H,51.57,H,35.17
7314,1090_TAI_HAP_XX,N,77.33,H,71.14,H:N,61.75:77.00
7320,1090_MTI_HAP_XX,N,73.43,H,81.1,H,65.33
7326,1090_IWL_HAP_XX,N,53.29,H,52.75,H,69.44
7338,1090_DFA_HAP_XX,N,54,H,58,H,45
7344,1090_ITS_HAP_XX,N,79.14,H,62.67,H,50.57
7349,1090_TSI_NEU_XX,N,63,H,69,N,72.2
7350,1090_TSI_HAP_XX,F,51,H,78.22,H,68.12
7356,1090_WSI_HAP_XX,H,48.8,H,67,H,61.29
7362,1091_IEO_HAP_LO,N,75.33,H,85.7,H,67
7363,1091_IEO_HAP_MD,D:N,40:62,H,51.2,H,57.6
7364,1091_IEO_HAP_HI,N,55.57,H,70.7,H,71.6
7378,1091_TIE_HAP_XX,N,53.14,H,75.88,H,61.33
7384,1091_IOM_HAP_XX,H,66.71,H,72.5,H,58.62
7390,1091_IWW_HAP_XX,N,53.25,H,74.33,H,57.8
7396,1091_TAI_HAP_XX,N,64.5,H,51.5,H,59.57
7402,1091_MTI_HAP_XX,N,43.33,H,64,H,56.62
7408,1091_IWL_HAP_XX,N,62.8,H,88.2,H,64
7414,1091_ITH_HAP_XX,N,78.25,H,83.3,H,66.5
7420,1091_DFA_HAP_XX,H,75.14,H,74.78,H,61.88
7426,1091_ITS_HAP_XX,N,53,H,88,H,67.8
7432,1091_TSI_HAP_XX,N,75.43,H,76.75,H,64.2
7438,1091_WSI_HAP_XX,N,68.12,H,65.12,H,64.8
